location,date,age_group,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred
Bulgaria,2021-04-02,80+,5.99,0.83
Bulgaria,2021-04-09,18-24,2.23,0.43
Bulgaria,2021-04-09,25-49,5.6,1.58
Bulgaria,2021-04-09,50-59,9.94,3.29
Bulgaria,2021-04-09,60-69,11.9,2.98
Bulgaria,2021-04-09,70-79,11.91,1.56
Bulgaria,2021-04-09,80+,7.24,0.93
Bulgaria,2021-04-16,18-24,2.48,0.52
Bulgaria,2021-04-16,25-49,6.16,1.83
Bulgaria,2021-04-16,50-59,10.8,3.68
Bulgaria,2021-04-16,60-69,13.25,3.31
Bulgaria,2021-04-16,70-79,13.56,1.78
Bulgaria,2021-04-16,80+,8.3,1.08
Bulgaria,2021-04-23,18-24,2.76,0.71
Bulgaria,2021-04-23,25-49,6.78,2.37
Bulgaria,2021-04-23,50-59,11.67,4.49
Bulgaria,2021-04-23,60-69,14.49,4.11
Bulgaria,2021-04-23,70-79,15.02,2.47
Bulgaria,2021-04-23,80+,9.21,1.5
Bulgaria,2021-04-30,18-24,3.14,0.95
Bulgaria,2021-04-30,25-49,7.43,3.02
Bulgaria,2021-04-30,50-59,12.56,5.54
Bulgaria,2021-04-30,60-69,15.68,5.43
Bulgaria,2021-04-30,70-79,16.33,3.93
Bulgaria,2021-04-30,80+,10.07,2.38
Bulgaria,2021-05-07,18-24,3.58,1.3
Bulgaria,2021-05-07,25-49,7.98,3.8
Bulgaria,2021-05-07,50-59,13.23,6.95
Bulgaria,2021-05-07,60-69,16.53,7.56
Bulgaria,2021-05-07,70-79,17.22,6.39
Bulgaria,2021-05-07,80+,10.62,3.8
Bulgaria,2021-05-14,18-24,4.04,1.83
Bulgaria,2021-05-14,25-49,8.69,5.07
Bulgaria,2021-05-14,50-59,14.19,9.14
Bulgaria,2021-05-14,60-69,17.87,10.89
Bulgaria,2021-05-14,70-79,18.85,10.57
Bulgaria,2021-05-14,80+,11.7,6.39
Bulgaria,2021-05-21,18-24,4.48,2.36
Bulgaria,2021-05-21,25-49,9.37,6.09
Bulgaria,2021-05-21,50-59,15.14,10.72
Bulgaria,2021-05-21,60-69,19.31,13.15
Bulgaria,2021-05-21,70-79,20.64,13.36
Bulgaria,2021-05-21,80+,12.92,8.1
Bulgaria,2021-05-28,18-24,4.82,2.88
Bulgaria,2021-05-28,25-49,9.86,6.86
Bulgaria,2021-05-28,50-59,15.83,11.73
Bulgaria,2021-05-28,60-69,20.35,14.42
Bulgaria,2021-05-28,70-79,21.89,14.71
Bulgaria,2021-05-28,80+,13.82,8.96
Bulgaria,2021-06-04,18-24,5.21,3.51
Bulgaria,2021-06-04,25-49,10.37,7.85
Bulgaria,2021-06-04,50-59,16.5,13.04
Bulgaria,2021-06-04,60-69,21.25,16.26
Bulgaria,2021-06-04,70-79,22.99,16.94
Bulgaria,2021-06-04,80+,14.6,10.37
Bulgaria,2021-06-11,18-24,5.62,4.13
Bulgaria,2021-06-11,25-49,10.88,8.86
Bulgaria,2021-06-11,50-59,17.16,14.42
Bulgaria,2021-06-11,60-69,22.12,18.23
Bulgaria,2021-06-11,70-79,24.01,19.39
Bulgaria,2021-06-11,80+,15.33,12.05
Bulgaria,2021-06-18,18-24,6.02,4.65
Bulgaria,2021-06-18,25-49,11.35,9.59
Bulgaria,2021-06-18,50-59,17.78,15.4
Bulgaria,2021-06-18,60-69,22.84,19.62
Bulgaria,2021-06-18,70-79,24.8,21.07
Bulgaria,2021-06-18,80+,15.88,13.24
Bulgaria,2021-06-25,18-24,6.35,5.12
Bulgaria,2021-06-25,25-49,11.75,10.18
Bulgaria,2021-06-25,50-59,18.34,16.16
Bulgaria,2021-06-25,60-69,23.5,20.65
Bulgaria,2021-06-25,70-79,25.53,22.28
Bulgaria,2021-06-25,80+,16.37,14.11
Bulgaria,2021-07-02,18-24,6.7,5.58
Bulgaria,2021-07-02,25-49,12.17,10.74
Bulgaria,2021-07-02,50-59,18.88,16.9
Bulgaria,2021-07-02,60-69,24.13,21.58
Bulgaria,2021-07-02,70-79,26.17,23.38
Bulgaria,2021-07-02,80+,16.79,14.87
Bulgaria,2021-07-09,18-24,7.15,6.01
Bulgaria,2021-07-09,25-49,12.66,11.25
Bulgaria,2021-07-09,50-59,19.54,17.56
Bulgaria,2021-07-09,60-69,24.84,22.37
Bulgaria,2021-07-09,70-79,26.88,24.25
Bulgaria,2021-07-09,80+,17.26,15.49
Bulgaria,2021-07-16,18-24,7.59,6.43
Bulgaria,2021-07-16,25-49,13.21,11.78
Bulgaria,2021-07-16,50-59,20.2,18.22
Bulgaria,2021-07-16,60-69,25.49,23.1
Bulgaria,2021-07-16,70-79,27.52,25.05
Bulgaria,2021-07-16,80+,17.67,16.0
Bulgaria,2021-07-23,18-24,8.05,6.86
Bulgaria,2021-07-23,25-49,13.75,12.29
Bulgaria,2021-07-23,50-59,20.86,18.83
Bulgaria,2021-07-23,60-69,26.09,23.76
Bulgaria,2021-07-23,70-79,28.11,25.74
Bulgaria,2021-07-23,80+,18.05,16.47
Bulgaria,2021-07-30,18-24,8.55,7.35
Bulgaria,2021-07-30,25-49,14.37,12.85
Bulgaria,2021-07-30,50-59,21.58,19.51
Bulgaria,2021-07-30,60-69,26.77,24.46
Bulgaria,2021-07-30,70-79,28.74,26.44
Bulgaria,2021-07-30,80+,18.46,16.95
Bulgaria,2021-08-06,18-24,9.09,7.85
Bulgaria,2021-08-06,25-49,15.02,13.45
Bulgaria,2021-08-06,50-59,22.34,20.2
Bulgaria,2021-08-06,60-69,27.5,25.13
Bulgaria,2021-08-06,70-79,29.4,27.09
Bulgaria,2021-08-06,80+,18.88,17.36
Bulgaria,2021-08-13,18-24,9.6,8.37
Bulgaria,2021-08-13,25-49,15.68,14.08
Bulgaria,2021-08-13,50-59,23.08,20.91
Bulgaria,2021-08-13,60-69,28.16,25.75
Bulgaria,2021-08-13,70-79,30.02,27.7
Bulgaria,2021-08-13,80+,19.28,17.75
Bulgaria,2021-08-20,18-24,10.17,8.95
Bulgaria,2021-08-20,25-49,16.38,14.79
Bulgaria,2021-08-20,50-59,23.81,21.69
Bulgaria,2021-08-20,60-69,28.81,26.45
Bulgaria,2021-08-20,70-79,30.61,28.33
Bulgaria,2021-08-20,80+,19.67,18.16
Bulgaria,2021-08-27,18-24,10.9,9.64
Bulgaria,2021-08-27,25-49,17.17,15.57
Bulgaria,2021-08-27,50-59,24.6,22.52
Bulgaria,2021-08-27,60-69,29.48,27.21
Bulgaria,2021-08-27,70-79,31.2,29.0
Bulgaria,2021-08-27,80+,20.07,18.59
Bulgaria,2021-09-03,18-24,11.62,10.33
Bulgaria,2021-09-03,25-49,17.94,16.35
Bulgaria,2021-09-03,50-59,25.34,23.35
Bulgaria,2021-09-03,60-69,30.06,27.9
Bulgaria,2021-09-03,70-79,31.73,29.64
Bulgaria,2021-09-03,80+,20.41,19.01
Bulgaria,2021-09-10,18-24,12.22,10.96
Bulgaria,2021-09-10,25-49,18.51,17.01
Bulgaria,2021-09-10,50-59,25.87,24.04
Bulgaria,2021-09-10,60-69,30.49,28.52
Bulgaria,2021-09-10,70-79,32.13,30.21
Bulgaria,2021-09-10,80+,20.68,19.38
Bulgaria,2021-09-17,18-24,12.83,11.66
Bulgaria,2021-09-17,25-49,19.06,17.72
Bulgaria,2021-09-17,50-59,26.39,24.78
Bulgaria,2021-09-17,60-69,30.92,29.18
Bulgaria,2021-09-17,70-79,32.53,30.8
Bulgaria,2021-09-17,80+,20.96,19.77
Bulgaria,2021-09-24,18-24,13.22,12.22
Bulgaria,2021-09-24,25-49,19.46,18.32
Bulgaria,2021-09-24,50-59,26.81,25.4
Bulgaria,2021-09-24,60-69,31.25,29.7
Bulgaria,2021-09-24,70-79,32.83,31.3
Bulgaria,2021-09-24,80+,21.17,20.11
Bulgaria,2021-10-01,18-24,13.6,12.71
Bulgaria,2021-10-01,25-49,19.88,18.84
Bulgaria,2021-10-01,50-59,27.22,25.92
Bulgaria,2021-10-01,60-69,31.58,30.14
Bulgaria,2021-10-01,70-79,33.13,31.71
Bulgaria,2021-10-01,80+,21.37,20.38
Bulgaria,2021-10-08,18-24,13.9,13.16
Bulgaria,2021-10-08,25-49,20.24,19.27
Bulgaria,2021-10-08,50-59,27.58,26.36
Bulgaria,2021-10-08,60-69,31.89,30.54
Bulgaria,2021-10-08,70-79,33.41,32.1
Bulgaria,2021-10-08,80+,21.54,20.65
Bulgaria,2021-10-15,18-24,14.28,13.56
Bulgaria,2021-10-15,25-49,20.7,19.71
Bulgaria,2021-10-15,50-59,28.0,26.79
Bulgaria,2021-10-15,60-69,32.25,30.9
Bulgaria,2021-10-15,70-79,33.71,32.43
Bulgaria,2021-10-15,80+,21.72,20.86
Croatia,2021-01-01,18-24,0.0,0.0
Croatia,2021-01-01,25-49,0.03,0.0
Croatia,2021-01-01,50-59,0.04,0.0
Croatia,2021-01-01,60-69,0.03,0.0
Croatia,2021-01-01,70-79,0.1,0.0
Croatia,2021-01-01,80+,0.41,0.0
Croatia,2021-01-08,18-24,0.17,0.0
Croatia,2021-01-08,25-49,0.74,0.0
Croatia,2021-01-08,50-59,1.06,0.0
Croatia,2021-01-08,60-69,0.74,0.0
Croatia,2021-01-08,70-79,0.99,0.0
Croatia,2021-01-08,80+,3.3,0.0
Croatia,2021-01-15,18-24,0.28,0.0
Croatia,2021-01-15,25-49,1.2,0.0
Croatia,2021-01-15,50-59,1.82,0.0
Croatia,2021-01-15,60-69,1.27,0.0
Croatia,2021-01-15,70-79,1.54,0.02
Croatia,2021-01-15,80+,4.33,0.1
Croatia,2021-01-22,18-24,0.35,0.04
Croatia,2021-01-22,25-49,1.51,0.21
Croatia,2021-01-22,50-59,2.31,0.32
Croatia,2021-01-22,60-69,1.68,0.22
Croatia,2021-01-22,70-79,1.99,0.43
Croatia,2021-01-22,80+,5.13,1.78
Croatia,2021-01-29,18-24,0.37,0.13
Croatia,2021-01-29,25-49,1.55,0.6
Croatia,2021-01-29,50-59,2.37,0.89
Croatia,2021-01-29,60-69,1.74,0.62
Croatia,2021-01-29,70-79,2.06,0.82
Croatia,2021-01-29,80+,5.25,2.9
Croatia,2021-02-05,18-24,0.38,0.23
Croatia,2021-02-05,25-49,1.59,1.0
Croatia,2021-02-05,50-59,2.45,1.51
Croatia,2021-02-05,60-69,1.83,1.07
Croatia,2021-02-05,70-79,2.18,1.25
Croatia,2021-02-05,80+,5.4,3.77
Croatia,2021-02-12,18-24,0.44,0.32
Croatia,2021-02-12,25-49,1.79,1.4
Croatia,2021-02-12,50-59,2.82,2.13
Croatia,2021-02-12,60-69,2.4,1.54
Croatia,2021-02-12,70-79,3.09,1.73
Croatia,2021-02-12,80+,6.46,4.63
Croatia,2021-02-19,18-24,0.57,0.34
Croatia,2021-02-19,25-49,2.18,1.51
Croatia,2021-02-19,50-59,3.56,2.31
Croatia,2021-02-19,60-69,3.54,1.7
Croatia,2021-02-19,70-79,5.46,1.97
Croatia,2021-02-19,80+,11.42,4.98
Croatia,2021-02-26,18-24,0.67,0.36
Croatia,2021-02-26,25-49,2.51,1.54
Croatia,2021-02-26,50-59,4.27,2.37
Croatia,2021-02-26,60-69,5.31,1.78
Croatia,2021-02-26,70-79,10.58,2.08
Croatia,2021-02-26,80+,21.7,5.12
Croatia,2021-03-05,18-24,0.74,0.38
Croatia,2021-03-05,25-49,2.77,1.63
Croatia,2021-03-05,50-59,4.9,2.5
Croatia,2021-03-05,60-69,7.19,1.92
Croatia,2021-03-05,70-79,16.46,2.27
Croatia,2021-03-05,80+,27.88,5.43
Croatia,2021-03-12,18-24,0.95,0.45
Croatia,2021-03-12,25-49,3.07,1.82
Croatia,2021-03-12,50-59,5.61,2.83
Croatia,2021-03-12,60-69,9.44,2.27
Croatia,2021-03-12,70-79,22.42,2.82
Croatia,2021-03-12,80+,32.11,6.62
Croatia,2021-03-19,18-24,1.06,0.51
Croatia,2021-03-19,25-49,3.4,2.01
Croatia,2021-03-19,50-59,6.48,3.15
Croatia,2021-03-19,60-69,12.21,2.75
Croatia,2021-03-19,70-79,28.27,3.84
Croatia,2021-03-19,80+,34.75,8.34
Croatia,2021-03-26,18-24,1.19,0.53
Croatia,2021-03-26,25-49,3.77,2.1
Croatia,2021-03-26,50-59,7.47,3.33
Croatia,2021-03-26,60-69,15.33,3.08
Croatia,2021-03-26,70-79,33.65,4.55
Croatia,2021-03-26,80+,37.04,9.43
Croatia,2021-04-02,18-24,1.36,0.57
Croatia,2021-04-02,25-49,4.14,2.22
Croatia,2021-04-02,50-59,8.52,3.54
Croatia,2021-04-02,60-69,18.83,3.51
Croatia,2021-04-02,70-79,38.77,5.7
Croatia,2021-04-02,80+,39.14,11.11
Croatia,2021-04-09,18-24,1.48,0.61
Croatia,2021-04-09,25-49,4.63,2.33
Croatia,2021-04-09,50-59,9.98,3.75
Croatia,2021-04-09,60-69,22.74,4.04
Croatia,2021-04-09,70-79,42.63,7.19
Croatia,2021-04-09,80+,40.53,12.7
Croatia,2021-04-16,18-24,1.79,0.68
Croatia,2021-04-16,25-49,5.57,2.56
Croatia,2021-04-16,50-59,12.34,4.27
Croatia,2021-04-16,60-69,28.25,5.43
Croatia,2021-04-16,70-79,46.87,10.78
Croatia,2021-04-16,80+,42.29,16.33
Croatia,2021-04-23,18-24,2.36,0.75
Croatia,2021-04-23,25-49,6.51,2.78
Croatia,2021-04-23,50-59,14.53,4.79
Croatia,2021-04-23,60-69,32.76,6.99
Croatia,2021-04-23,70-79,51.1,14.07
Croatia,2021-04-23,80+,44.08,18.83
Croatia,2021-04-30,18-24,2.8,0.85
Croatia,2021-04-30,25-49,8.15,3.06
Croatia,2021-04-30,50-59,17.82,5.46
Croatia,2021-04-30,60-69,37.35,9.0
Croatia,2021-04-30,70-79,54.54,17.84
Croatia,2021-04-30,80+,45.71,21.64
Croatia,2021-05-07,18-24,4.1,1.11
Croatia,2021-05-07,25-49,12.57,3.57
Croatia,2021-05-07,50-59,25.59,6.62
Croatia,2021-05-07,60-69,45.49,12.07
Croatia,2021-05-07,70-79,59.41,23.58
Croatia,2021-05-07,80+,48.11,26.35
Croatia,2021-05-14,18-24,6.5,1.28
Croatia,2021-05-14,25-49,18.26,4.11
Croatia,2021-05-14,50-59,33.11,7.9
Croatia,2021-05-14,60-69,51.58,15.61
Croatia,2021-05-14,70-79,63.04,29.55
Croatia,2021-05-14,80+,50.2,31.61
Croatia,2021-05-21,18-24,9.35,1.55
Croatia,2021-05-21,25-49,23.32,4.81
Croatia,2021-05-21,50-59,39.19,9.49
Croatia,2021-05-21,60-69,55.84,19.3
Croatia,2021-05-21,70-79,65.57,35.17
Croatia,2021-05-21,80+,51.64,36.61
Croatia,2021-05-28,18-24,11.88,1.96
Croatia,2021-05-28,25-49,26.78,5.98
Croatia,2021-05-28,50-59,42.78,12.08
Croatia,2021-05-28,60-69,58.55,24.57
Croatia,2021-05-28,70-79,67.35,41.74
Croatia,2021-05-28,80+,52.68,40.07
Croatia,2021-06-04,18-24,13.65,2.64
Croatia,2021-06-04,25-49,28.89,7.29
Croatia,2021-06-04,50-59,44.73,14.66
Croatia,2021-06-04,60-69,60.05,28.94
Croatia,2021-06-04,70-79,68.37,46.29
Croatia,2021-06-04,80+,53.31,42.26
Croatia,2021-06-11,18-24,16.22,3.93
Croatia,2021-06-11,25-49,30.86,10.77
Croatia,2021-06-11,50-59,46.64,20.42
Croatia,2021-06-11,60-69,61.53,36.25
Croatia,2021-06-11,70-79,69.35,52.23
Croatia,2021-06-11,80+,53.93,44.95
Croatia,2021-06-18,18-24,17.28,5.72
Croatia,2021-06-18,25-49,31.94,15.39
Croatia,2021-06-18,50-59,47.76,27.64
Croatia,2021-06-18,60-69,62.43,43.71
Croatia,2021-06-18,70-79,69.99,57.49
Croatia,2021-06-18,80+,54.32,47.45
Croatia,2021-06-25,18-24,18.05,7.73
Croatia,2021-06-25,25-49,32.65,19.28
Croatia,2021-06-25,50-59,48.51,32.92
Croatia,2021-06-25,60-69,63.0,48.7
Croatia,2021-06-25,70-79,70.41,60.75
Croatia,2021-06-25,80+,54.58,49.09
Croatia,2021-07-02,18-24,19.13,10.31
Croatia,2021-07-02,25-49,33.68,23.57
Croatia,2021-07-02,50-59,49.61,38.33
Croatia,2021-07-02,60-69,63.92,53.61
Croatia,2021-07-02,70-79,71.06,63.97
Croatia,2021-07-02,80+,54.98,50.62
Croatia,2021-07-09,18-24,20.71,13.06
Croatia,2021-07-09,25-49,35.12,26.86
Croatia,2021-07-09,50-59,51.05,42.03
Croatia,2021-07-09,60-69,65.01,57.24
Croatia,2021-07-09,70-79,71.77,66.14
Croatia,2021-07-09,80+,55.43,51.71
Croatia,2021-07-16,18-24,22.01,15.0
Croatia,2021-07-16,25-49,36.3,29.16
Croatia,2021-07-16,50-59,52.18,44.28
Croatia,2021-07-16,60-69,65.83,59.05
Croatia,2021-07-16,70-79,72.31,67.32
Croatia,2021-07-16,80+,55.8,52.4
Croatia,2021-07-23,18-24,23.17,17.28
Croatia,2021-07-23,25-49,37.31,31.41
Croatia,2021-07-23,50-59,53.14,46.63
Croatia,2021-07-23,60-69,66.52,61.0
Croatia,2021-07-23,70-79,72.79,68.6
Croatia,2021-07-23,80+,56.15,53.13
Croatia,2021-07-30,18-24,24.16,18.89
Croatia,2021-07-30,25-49,38.18,33.06
Croatia,2021-07-30,50-59,53.91,48.54
Croatia,2021-07-30,60-69,67.07,62.58
Croatia,2021-07-30,70-79,73.15,69.61
Croatia,2021-07-30,80+,56.44,53.73
Croatia,2021-08-06,18-24,24.75,19.9
Croatia,2021-08-06,25-49,38.71,34.09
Croatia,2021-08-06,50-59,54.36,49.68
Croatia,2021-08-06,60-69,67.41,63.49
Croatia,2021-08-06,70-79,73.38,70.21
Croatia,2021-08-06,80+,56.62,54.14
Croatia,2021-08-13,18-24,25.31,21.01
Croatia,2021-08-13,25-49,39.24,35.12
Croatia,2021-08-13,50-59,54.79,50.7
Croatia,2021-08-13,60-69,67.74,64.28
Croatia,2021-08-13,70-79,73.59,70.76
Croatia,2021-08-13,80+,56.78,54.47
Croatia,2021-08-20,18-24,25.93,22.08
Croatia,2021-08-20,25-49,39.84,36.08
Croatia,2021-08-20,50-59,55.32,51.62
Croatia,2021-08-20,60-69,68.13,64.97
Croatia,2021-08-20,70-79,73.84,71.23
Croatia,2021-08-20,80+,56.95,54.81
Croatia,2021-08-27,18-24,26.68,23.14
Croatia,2021-08-27,25-49,40.58,37.03
Croatia,2021-08-27,50-59,55.95,52.43
Croatia,2021-08-27,60-69,68.59,65.61
Croatia,2021-08-27,70-79,74.15,71.67
Croatia,2021-08-27,80+,57.19,55.11
Croatia,2021-09-03,18-24,27.39,23.94
Croatia,2021-09-03,25-49,41.27,37.77
Croatia,2021-09-03,50-59,56.54,53.09
Croatia,2021-09-03,60-69,69.03,66.11
Croatia,2021-09-03,70-79,74.48,72.03
Croatia,2021-09-03,80+,57.43,55.36
Croatia,2021-09-10,18-24,28.0,24.62
Croatia,2021-09-10,25-49,41.84,38.42
Croatia,2021-09-10,50-59,57.04,53.63
Croatia,2021-09-10,60-69,69.43,66.52
Croatia,2021-09-10,70-79,74.76,72.33
Croatia,2021-09-10,80+,57.65,55.58
Croatia,2021-09-17,18-24,28.76,25.37
Croatia,2021-09-17,25-49,42.59,39.12
Croatia,2021-09-17,50-59,57.69,54.24
Croatia,2021-09-17,60-69,69.92,66.99
Croatia,2021-09-17,70-79,75.12,72.65
Croatia,2021-09-17,80+,57.92,55.82
Croatia,2021-09-24,18-24,29.66,26.18
Croatia,2021-09-24,25-49,43.31,39.85
Croatia,2021-09-24,50-59,58.29,54.88
Croatia,2021-09-24,60-69,70.39,67.48
Croatia,2021-09-24,70-79,75.47,73.01
Croatia,2021-09-24,80+,58.22,56.1
Croatia,2021-10-01,18-24,30.59,26.93
Croatia,2021-10-01,25-49,44.05,40.53
Croatia,2021-10-01,50-59,58.91,55.49
Croatia,2021-10-01,60-69,70.84,67.93
Croatia,2021-10-01,70-79,75.81,73.34
Croatia,2021-10-01,80+,58.51,56.36
Croatia,2021-10-08,18-24,31.4,27.51
Croatia,2021-10-08,25-49,44.7,41.12
Croatia,2021-10-08,50-59,59.45,56.0
Croatia,2021-10-08,60-69,71.24,68.34
Croatia,2021-10-08,70-79,76.11,73.66
Croatia,2021-10-08,80+,58.8,56.61
Croatia,2021-10-15,18-24,31.96,28.11
Croatia,2021-10-15,25-49,45.22,41.7
Croatia,2021-10-15,50-59,59.85,56.48
Croatia,2021-10-15,60-69,71.54,68.75
Croatia,2021-10-15,70-79,76.32,73.97
Croatia,2021-10-15,80+,59.03,56.85
Croatia,2021-10-22,18-24,31.99,28.15
Croatia,2021-10-22,25-49,45.26,41.75
Croatia,2021-10-22,50-59,59.87,56.52
Croatia,2021-10-22,60-69,71.57,68.78
Croatia,2021-10-22,70-79,76.34,74.0
Croatia,2021-10-22,80+,59.04,56.87
Cyprus,2021-01-01,18-24,0.01,0.0
Cyprus,2021-01-01,25-49,0.02,0.0
Cyprus,2021-01-01,50-59,0.02,0.0
Cyprus,2021-01-01,60-69,0.04,0.0
Cyprus,2021-01-01,70-79,0.04,0.0
Cyprus,2021-01-01,80+,0.65,0.0
Cyprus,2021-01-08,18-24,0.07,0.0
Cyprus,2021-01-08,25-49,0.59,0.0
Cyprus,2021-01-08,50-59,0.85,0.0
Cyprus,2021-01-08,60-69,0.79,0.0
Cyprus,2021-01-08,70-79,0.73,0.0
Cyprus,2021-01-08,80+,5.74,0.0
Cyprus,2021-01-15,18-24,0.09,0.0
Cyprus,2021-01-15,25-49,0.8,0.02
Cyprus,2021-01-15,50-59,1.16,0.01
Cyprus,2021-01-15,60-69,1.1,0.03
Cyprus,2021-01-15,70-79,0.92,0.04
Cyprus,2021-01-15,80+,14.6,0.59
Cyprus,2021-01-22,18-24,0.13,0.03
Cyprus,2021-01-22,25-49,0.89,0.24
Cyprus,2021-01-22,50-59,1.34,0.34
Cyprus,2021-01-22,60-69,1.26,0.39
Cyprus,2021-01-22,70-79,1.12,0.42
Cyprus,2021-01-22,80+,26.7,2.59
Cyprus,2021-01-29,18-24,0.15,0.06
Cyprus,2021-01-29,25-49,0.94,0.55
Cyprus,2021-01-29,50-59,1.41,0.77
Cyprus,2021-01-29,60-69,1.33,0.72
Cyprus,2021-01-29,70-79,1.27,0.66
Cyprus,2021-01-29,80+,38.69,5.18
Cyprus,2021-02-05,18-24,0.16,0.08
Cyprus,2021-02-05,25-49,1.01,0.74
Cyprus,2021-02-05,50-59,1.53,1.08
Cyprus,2021-02-05,60-69,1.44,1.02
Cyprus,2021-02-05,70-79,1.55,0.84
Cyprus,2021-02-05,80+,46.98,13.9
Cyprus,2021-02-12,18-24,0.19,0.12
Cyprus,2021-02-12,25-49,1.17,0.84
Cyprus,2021-02-12,50-59,1.81,1.24
Cyprus,2021-02-12,60-69,1.75,1.18
Cyprus,2021-02-12,70-79,2.64,1.03
Cyprus,2021-02-12,80+,61.21,25.28
Cyprus,2021-02-19,18-24,0.36,0.13
Cyprus,2021-02-19,25-49,1.41,0.88
Cyprus,2021-02-19,50-59,2.12,1.32
Cyprus,2021-02-19,60-69,2.11,1.26
Cyprus,2021-02-19,70-79,9.83,1.18
Cyprus,2021-02-19,80+,71.2,37.12
Cyprus,2021-02-26,18-24,0.46,0.15
Cyprus,2021-02-26,25-49,1.53,0.97
Cyprus,2021-02-26,50-59,2.28,1.45
Cyprus,2021-02-26,60-69,2.32,1.37
Cyprus,2021-02-26,70-79,31.13,1.47
Cyprus,2021-02-26,80+,74.96,45.9
Cyprus,2021-03-05,18-24,0.52,0.17
Cyprus,2021-03-05,25-49,1.73,1.04
Cyprus,2021-03-05,50-59,2.52,1.59
Cyprus,2021-03-05,60-69,3.27,1.55
Cyprus,2021-03-05,70-79,49.35,2.51
Cyprus,2021-03-05,80+,77.58,59.92
Cyprus,2021-03-12,18-24,0.63,0.17
Cyprus,2021-03-12,25-49,1.89,1.06
Cyprus,2021-03-12,50-59,2.75,1.65
Cyprus,2021-03-12,60-69,9.31,1.61
Cyprus,2021-03-12,70-79,68.6,4.27
Cyprus,2021-03-12,80+,81.03,68.04
Cyprus,2021-03-19,18-24,0.64,0.18
Cyprus,2021-03-19,25-49,1.92,1.07
Cyprus,2021-03-19,50-59,2.81,1.67
Cyprus,2021-03-19,60-69,11.22,1.63
Cyprus,2021-03-19,70-79,70.59,10.16
Cyprus,2021-03-19,80+,81.58,69.19
Cyprus,2021-03-26,18-24,0.66,0.18
Cyprus,2021-03-26,25-49,2.02,1.08
Cyprus,2021-03-26,50-59,2.96,1.68
Cyprus,2021-03-26,60-69,19.04,1.71
Cyprus,2021-03-26,70-79,76.1,15.59
Cyprus,2021-03-26,80+,83.49,69.74
Cyprus,2021-04-02,18-24,0.8,0.18
Cyprus,2021-04-02,25-49,2.51,1.09
Cyprus,2021-04-02,50-59,4.36,1.7
Cyprus,2021-04-02,60-69,23.13,3.64
Cyprus,2021-04-02,70-79,77.2,21.04
Cyprus,2021-04-02,80+,84.2,70.63
Cyprus,2021-04-09,18-24,0.95,0.18
Cyprus,2021-04-09,25-49,2.98,1.1
Cyprus,2021-04-09,50-59,5.8,1.71
Cyprus,2021-04-09,60-69,36.53,5.36
Cyprus,2021-04-09,70-79,80.04,26.32
Cyprus,2021-04-09,80+,85.84,71.42
Cyprus,2021-04-16,18-24,1.0,0.19
Cyprus,2021-04-16,25-49,3.16,1.12
Cyprus,2021-04-16,50-59,15.47,1.74
Cyprus,2021-04-16,60-69,44.93,9.17
Cyprus,2021-04-16,70-79,80.61,28.94
Cyprus,2021-04-16,80+,86.27,72.23
Cyprus,2021-04-23,18-24,1.07,0.22
Cyprus,2021-04-23,25-49,4.33,1.27
Cyprus,2021-04-23,50-59,31.37,2.23
Cyprus,2021-04-23,60-69,52.84,10.36
Cyprus,2021-04-23,70-79,80.83,29.29
Cyprus,2021-04-23,80+,86.51,72.39
Cyprus,2021-04-30,18-24,1.18,0.36
Cyprus,2021-04-30,25-49,13.61,2.08
Cyprus,2021-04-30,50-59,40.22,3.64
Cyprus,2021-04-30,60-69,55.85,15.66
Cyprus,2021-04-30,70-79,80.96,30.51
Cyprus,2021-04-30,80+,86.67,72.93
Cyprus,2021-05-07,18-24,1.29,0.43
Cyprus,2021-05-07,25-49,22.76,2.53
Cyprus,2021-05-07,50-59,48.66,9.77
Cyprus,2021-05-07,60-69,64.29,23.16
Cyprus,2021-05-07,70-79,82.75,31.82
Cyprus,2021-05-07,80+,86.96,73.44
Cyprus,2021-05-14,18-24,1.82,0.66
Cyprus,2021-05-14,25-49,35.92,4.26
Cyprus,2021-05-14,50-59,53.0,20.4
Cyprus,2021-05-14,60-69,68.83,29.81
Cyprus,2021-05-14,70-79,83.84,37.54
Cyprus,2021-05-14,80+,87.78,75.26
Cyprus,2021-05-21,18-24,8.93,0.8
Cyprus,2021-05-21,25-49,40.26,11.75
Cyprus,2021-05-21,50-59,58.29,27.89
Cyprus,2021-05-21,60-69,72.55,34.98
Cyprus,2021-05-21,70-79,84.48,57.25
Cyprus,2021-05-21,80+,88.23,79.19
Cyprus,2021-05-28,18-24,17.32,0.97
Cyprus,2021-05-28,25-49,42.15,18.3
Cyprus,2021-05-28,50-59,63.48,35.15
Cyprus,2021-05-28,60-69,76.06,44.11
Cyprus,2021-05-28,70-79,84.74,71.64
Cyprus,2021-05-28,80+,88.38,81.7
Cyprus,2021-06-04,18-24,20.31,1.08
Cyprus,2021-06-04,25-49,45.23,25.62
Cyprus,2021-06-04,50-59,64.21,37.49
Cyprus,2021-06-04,60-69,76.38,49.19
Cyprus,2021-06-04,70-79,87.65,77.94
Cyprus,2021-06-04,80+,89.99,83.21
