Country,Year,num_sequences,variant_dominant,num_sequences_per_1M,num_sequences_cumulative,num_sequences_cumulative_per_1M
France,223,251,Others,3.72,1074,15.92
France,237,822,Others,12.19,1896,28.11
France,251,488,Others,7.24,2384,35.35
France,265,427,Others,6.33,2811,41.68
France,279,870,Others,12.9,3681,54.58
France,293,1020,Others,15.13,4701,69.71
France,307,619,Others,9.18,5320,78.89
France,321,347,Others,5.15,5667,84.04
France,335,404,Others,5.99,6071,90.03
France,349,1256,Others,18.63,7327,108.66
France,370,2173,Others,32.23,9500,140.89
France,384,3995,Alpha,59.25,13495,200.14
France,398,2991,Alpha,44.36,16486,244.5
France,412,4276,Alpha,63.42,20762,307.92
France,426,6421,Alpha,95.24,27183,403.16
France,440,6026,Alpha,89.38,33209,492.54
France,454,5009,Alpha,74.29,38218,566.83
France,468,4393,Alpha,65.16,42611,631.99
France,482,3260,Alpha,48.35,45871,680.34
France,496,3135,Alpha,46.5,49006,726.84
France,510,2215,Alpha,32.85,51221,759.69
France,524,1950,Delta,28.92,53171,788.61
France,538,4263,Delta,63.23,57434,851.84
France,552,13457,Delta,199.59,70891,1051.43
France,566,9502,Delta,140.93,80393,1192.36
France,580,8879,Delta,131.69,89272,1324.05
France,594,8082,Delta,119.87,97354,1443.92
France,608,4638,Delta,68.79,101992,1512.71
France,622,3410,Delta,50.58,105402,1563.29
France,636,3569,Delta,52.94,108971,1616.23
France,650,10296,Delta,152.71,119267,1768.94
France,664,10145,Delta,150.47,129412,1919.41
France,678,9028,Delta,133.9,138440,2053.31
France,692,11510,Delta,170.72,149950,2224.03
France,706,8537,Delta,126.62,158487,2350.65
France,720,3242,Omicron,48.09,161729,2398.74
France,727,41,Omicron,0.61,161770,2399.35
Gambia,111,13,0,5.23,13,5.23
Gambia,125,14,0,5.63,27,10.86
Gambia,139,11,0,4.42,38,15.28
Gambia,153,5,0,2.01,43,17.29
Gambia,167,23,0,9.25,66,26.54
Gambia,181,4,0,1.61,70,28.15
Gambia,195,241,Others,96.91,311,125.06
Gambia,209,30,Others,12.06,341,137.12
Gambia,223,37,Others,14.88,378,152.0
Gambia,237,21,0,8.44,399,160.44
Gambia,251,4,0,1.61,403,162.05
Gambia,265,5,0,2.01,408,164.06
Gambia,279,1,0,0.4,409,164.46
Gambia,349,3,0,1.21,412,165.67
Gambia,370,8,0,3.22,420,168.89
Gambia,384,11,0,4.42,431,173.31
Gambia,398,8,0,3.22,439,176.53
Gambia,412,21,0,8.44,460,184.97
Gambia,426,43,Alpha,17.29,503,202.26
Gambia,440,14,0,5.63,517,207.89
Gambia,454,5,0,2.01,522,209.9
Gambia,468,11,0,4.42,533,214.32
Gambia,482,2,0,0.8,535,215.12
Gambia,496,12,0,4.83,547,219.95
Gambia,510,2,0,0.8,549,220.75
Gambia,524,5,0,2.01,554,222.76
Gambia,538,69,Delta,27.74,623,250.5
Gambia,552,40,Delta,16.08,663,266.58
Gambia,566,127,Delta,51.07,790,317.65
Gambia,580,73,Delta,29.35,863,347.0
Gambia,594,84,Delta,33.78,947,380.78
Gambia,608,15,0,6.03,962,386.81
Gambia,622,13,0,5.23,975,392.04
Gambia,636,2,0,0.8,977,392.84
Gambia,650,2,0,0.8,979,393.64
Gambia,664,2,0,0.8,981,394.44
Gambia,692,4,0,1.61,985,396.05
Gambia,706,25,0,10.05,1010,406.1
Gambia,720,16,0,6.43,1026,412.53
Georgia,111,4,0,1.01,4,1.01
Georgia,139,1,0,0.25,5,1.26
Georgia,153,1,0,0.25,6,1.51
Georgia,251,2,0,0.5,8,2.01
Georgia,265,1,0,0.25,9,2.26
Georgia,293,2,0,0.5,11,2.76
Georgia,307,4,0,1.01,15,3.77
Georgia,321,1,0,0.25,16,4.02
Georgia,335,3,0,0.75,19,4.77
Georgia,349,2,0,0.5,21,5.27
Georgia,370,4,0,1.01,25,6.28
Georgia,384,4,0,1.01,29,7.29
Georgia,398,9,0,2.26,38,9.55
Georgia,412,10,0,2.51,48,12.06
Georgia,426,6,0,1.51,54,13.57
Georgia,440,4,0,1.01,58,14.58
Georgia,454,1,0,0.25,59,14.83
Georgia,468,3,0,0.75,62,15.58
Georgia,482,23,0,5.78,85,21.36
Georgia,496,28,0,7.04,113,28.4
Georgia,510,17,0,4.27,130,32.67
Georgia,524,17,0,4.27,147,36.94
Georgia,538,27,0,6.78,174,43.72
Georgia,552,8,0,2.01,182,45.73
Georgia,566,16,0,4.02,198,49.75
Georgia,580,12,0,3.02,210,52.77
Georgia,594,30,Delta,7.54,240,60.31
Georgia,608,5,0,1.26,245,61.57
Georgia,622,70,Delta,17.59,315,79.16
Georgia,636,94,Delta,23.62,409,102.78
Georgia,650,33,Delta,8.29,442,111.07
Georgia,664,81,Delta,20.35,523,131.42
Georgia,678,78,Delta,19.6,601,151.02
Georgia,692,129,Delta,32.41,730,183.43
Georgia,706,112,Delta,28.14,842,211.57
Georgia,720,87,Omicron,21.86,929,233.43
Germany,111,105,Others,1.25,105,1.25
Germany,125,94,Others,1.12,199,2.37
Germany,139,82,Others,0.98,281,3.35
Germany,153,1528,Others,18.21,1809,21.56
Germany,167,390,Others,4.65,2199,26.21
Germany,181,103,Others,1.23,2302,27.44
Germany,195,53,Others,0.63,2355,28.07
Germany,209,144,Others,1.72,2499,29.79
Germany,223,174,Others,2.07,2673,31.86
Germany,237,115,Others,1.37,2788,33.23
Germany,251,324,Others,3.86,3112,37.09
Germany,265,349,Others,4.16,3461,41.25
Germany,279,387,Others,4.61,3848,45.86
Germany,293,494,Others,5.89,4342,51.75
Germany,307,589,Others,7.02,4931,58.77
Germany,321,771,Others,9.19,5702,67.96
Germany,335,999,Others,11.91,6701,79.87
Germany,349,1190,Others,14.18,7891,94.05
Germany,370,3162,Others,37.69,11053,131.74
Germany,384,6333,Others,75.48,17386,207.22
Germany,398,9086,Others,108.29,26472,315.51
Germany,412,11511,Alpha,137.2,37983,452.71
Germany,426,14479,Alpha,172.57,52462,625.28
Germany,440,16353,Alpha,194.91,68815,820.19
Germany,454,19363,Alpha,230.79,88178,1050.98
Germany,468,19306,Alpha,230.11,107484,1281.09
Germany,482,15646,Alpha,186.48,123130,1467.57
Germany,496,9816,Alpha,117.0,132946,1584.57
Germany,510,5401,Alpha,64.37,138347,1648.94
Germany,524,2633,Delta,31.38,140980,1680.32
Germany,538,2651,Delta,31.6,143631,1711.92
Germany,552,4588,Delta,54.68,148219,1766.6
Germany,566,6197,Delta,73.86,154416,1840.46
Germany,580,13221,Delta,157.58,167637,1998.04
Germany,594,19285,Delta,229.86,186922,2227.9
Germany,608,19996,Delta,238.33,206918,2466.23
Germany,622,15758,Delta,187.82,222676,2654.05
Germany,636,12395,Delta,147.73,235071,2801.78
Germany,650,15692,Delta,187.03,250763,2988.81
Germany,664,18161,Delta,216.46,268924,3205.27
Germany,678,23596,Delta,281.24,292520,3486.51
Germany,692,23968,Delta,285.67,316488,3772.18
Germany,706,20005,Delta,238.44,336493,4010.62
Germany,720,10895,Omicron,129.86,347388,4140.48
Germany,727,116,Delta,1.38,347504,4141.86
Ghana,111,1,0,0.03,1,0.03
Ghana,125,18,0,0.57,19,0.6
Ghana,139,8,0,0.25,27,0.85
Ghana,153,8,0,0.25,35,1.1
Ghana,167,1,0,0.03,36,1.13
Ghana,181,10,0,0.32,46,1.45
Ghana,195,43,Others,1.36,89,2.81
Ghana,209,5,0,0.16,94,2.97
Ghana,223,20,0,0.63,114,3.6
Ghana,237,19,0,0.6,133,4.2
Ghana,251,1,0,0.03,134,4.23
Ghana,265,3,0,0.09,137,4.32
Ghana,293,20,0,0.63,157,4.95
Ghana,307,17,0,0.54,174,5.49
Ghana,321,32,Others,1.01,206,6.5
Ghana,335,23,0,0.72,229,7.22
Ghana,349,137,Alpha,4.32,366,11.54
Ghana,370,91,Alpha,2.87,457,14.41
Ghana,384,76,Alpha,2.4,533,16.81
Ghana,398,95,Alpha,2.99,628,19.8
Ghana,412,55,Alpha,1.73,683,21.53
Ghana,426,61,Alpha,1.92,744,23.45
Ghana,440,46,Alpha,1.45,790,24.9
Ghana,454,96,Alpha,3.03,886,27.93
Ghana,468,84,Alpha,2.65,970,30.58
Ghana,482,60,Others,1.89,1030,32.47
Ghana,496,78,Others,2.46,1108,34.93
Ghana,510,58,Others,1.83,1166,36.76
Ghana,524,104,Delta,3.28,1270,40.04
Ghana,538,156,Delta,4.92,1426,44.96
Ghana,552,168,Delta,5.29,1594,50.25
Ghana,566,110,Delta,3.47,1704,53.72
Ghana,580,112,Delta,3.53,1816,57.25
Ghana,594,17,0,0.54,1833,57.79
Ghana,608,151,Delta,4.76,1984,62.55
Ghana,622,64,Delta,2.02,2048,64.57
Ghana,636,90,Delta,2.84,2138,67.41
Ghana,650,64,Delta,2.02,2202,69.43
Ghana,664,29,0,0.91,2231,70.34
Ghana,678,76,Omicron,2.4,2307,72.74
Ghana,692,36,Omicron,1.13,2343,73.87
Greece,111,8,0,0.77,8,0.77
Greece,125,8,0,0.77,16,1.54
Greece,195,2,0,0.19,18,1.73
Greece,209,15,0,1.45,33,3.18
Greece,223,2,0,0.19,35,3.37
Greece,237,24,0,2.31,59,5.68
Greece,251,40,Others,3.86,99,9.54
Greece,265,42,Others,4.05,141,13.59
Greece,279,22,0,2.12,163,15.71
Greece,293,207,Others,19.96,370,35.67
Greece,307,141,Others,13.6,511,49.27
Greece,321,78,Others,7.52,589,56.79
Greece,335,264,Others,25.46,853,82.25
Greece,349,220,Others,21.21,1073,103.46
Greece,370,142,Others,13.69,1215,117.15
Greece,384,111,Alpha,10.7,1326,127.85
Greece,398,143,Others,13.79,1469,141.64
Greece,412,1114,Alpha,107.42,2583,249.06
Greece,426,1040,Alpha,100.28,3623,349.34
Greece,440,338,Alpha,32.59,3961,381.93
Greece,454,609,Alpha,58.72,4570,440.65
Greece,468,1269,Alpha,122.36,5839,563.01
Greece,482,1255,Alpha,121.01,7094,684.02
Greece,496,562,Alpha,54.19,7656,738.21
Greece,510,183,Others,17.65,7839,755.86
Greece,524,84,Others,8.1,7923,763.96
Greece,538,296,Delta,28.54,8219,792.5
Greece,552,354,Delta,34.13,8573,826.63
Greece,566,218,Delta,21.02,8791,847.65
Greece,580,175,Delta,16.87,8966,864.52
Greece,594,347,Delta,33.46,9313,897.98
Greece,608,649,Delta,62.58,9962,960.56
Greece,622,321,Delta,30.95,10283,991.51
Greece,636,12,0,1.16,10295,992.67
Greece,650,155,Delta,14.95,10450,1007.62
Greece,664,586,Delta,56.51,11036,1064.13
Greece,678,558,Delta,53.81,11594,1117.94
Greece,692,817,Delta,78.78,12411,1196.72
Greece,706,91,Delta,8.77,12502,1205.49
Guatemala,125,3,0,0.16,3,0.16
Guatemala,139,6,0,0.33,9,0.49
Guatemala,153,19,0,1.04,28,1.53
Guatemala,167,11,0,0.6,39,2.13
Guatemala,181,6,0,0.33,45,2.46
Guatemala,195,10,0,0.55,55,3.01
Guatemala,209,3,0,0.16,58,3.17
Guatemala,223,1,0,0.05,59,3.22
Guatemala,237,1,0,0.05,60,3.27
Guatemala,251,4,0,0.22,64,3.49
Guatemala,265,48,Others,2.63,112,6.12
Guatemala,279,31,Others,1.7,143,7.82
Guatemala,293,29,0,1.59,172,9.41
Guatemala,307,7,0,0.38,179,9.79
Guatemala,321,17,0,0.93,196,10.72
Guatemala,335,10,0,0.55,206,11.27
Guatemala,349,46,Others,2.52,252,13.79
Guatemala,370,51,Others,2.79,303,16.58
Guatemala,384,29,0,1.59,332,18.17
Guatemala,398,9,0,0.49,341,18.66
Guatemala,412,44,Others,2.41,385,21.07
Guatemala,426,14,0,0.77,399,21.84
Guatemala,440,9,0,0.49,408,22.33
Guatemala,454,27,0,1.48,435,23.81
Guatemala,468,8,0,0.44,443,24.25
Guatemala,482,11,0,0.6,454,24.85
Guatemala,496,19,0,1.04,473,25.89
Guatemala,510,25,0,1.37,498,27.26
Guatemala,524,85,Others,4.66,583,31.92
Guatemala,538,173,Others,9.48,756,41.4
Guatemala,552,55,Delta,3.01,811,44.41
Guatemala,566,76,Delta,4.16,887,48.57
Guatemala,580,85,Delta,4.66,972,53.23
Guatemala,594,95,Delta,5.21,1067,58.44
Guatemala,608,135,Delta,7.4,1202,65.84
Guatemala,622,126,Delta,6.9,1328,72.74
Guatemala,636,59,Delta,3.23,1387,75.97
Guatemala,650,23,0,1.26,1410,77.23
Guatemala,664,24,0,1.32,1434,78.55
Guatemala,678,18,0,0.99,1452,79.54
Guatemala,692,4,0,0.22,1456,79.76
Hong Kong,111,3,0,0.4,3,0.4
Hong Kong,125,4,0,0.53,7,0.93
Hong Kong,139,8,0,1.06,15,1.99
Hong Kong,153,5,0,0.66,20,2.65
Hong Kong,167,34,Others,4.5,54,7.15
Hong Kong,181,234,Others,30.98,288,38.13
Hong Kong,195,248,Others,32.84,536,70.97
Hong Kong,209,105,Others,13.9,641,84.87
Hong Kong,223,55,Others,7.28,696,92.15
Hong Kong,237,29,0,3.84,725,95.99
Hong Kong,251,40,Others,5.3,765,101.29
Hong Kong,265,65,Others,8.61,830,109.9
Hong Kong,279,13,0,1.72,843,111.62
Hong Kong,293,26,0,3.44,869,115.06
Hong Kong,307,114,Others,15.09,983,130.15
Hong Kong,321,234,Others,30.98,1217,161.13
Hong Kong,335,141,Others,18.67,1358,179.8
Hong Kong,349,201,Others,26.61,1559,206.41
Hong Kong,370,67,Others,8.87,1626,215.28
Hong Kong,384,45,Others,5.96,1671,221.24
Hong Kong,398,12,0,1.59,1683,222.83
Hong Kong,412,28,0,3.71,1711,226.54
Hong Kong,426,139,Others,18.4,1850,244.94
Hong Kong,440,43,Others,5.69,1893,250.63
Hong Kong,454,77,Beta,10.19,1970,260.82
Hong Kong,468,40,Delta,5.3,2010,266.12
Hong Kong,482,21,0,2.78,2031,268.9
Hong Kong,496,8,0,1.06,2039,269.96
Hong Kong,510,31,Delta,4.1,2070,274.06
Hong Kong,524,52,Delta,6.88,2122,280.94
Hong Kong,538,33,Delta,4.37,2155,285.31
Hong Kong,552,15,0,1.99,2170,287.3
Hong Kong,566,26,0,3.44,2196,290.74
Hong Kong,580,27,0,3.57,2223,294.31
Hong Kong,594,49,Delta,6.49,2272,300.8
Hong Kong,608,29,0,3.84,2301,304.64
Hong Kong,622,24,0,3.18,2325,307.82
Hong Kong,636,28,0,3.71,2353,311.53
Hong Kong,650,25,0,3.31,2378,314.84
Hong Kong,664,31,Delta,4.1,2409,318.94
Hong Kong,678,40,Delta,5.3,2449,324.24
Hong Kong,692,25,0,3.31,2474,327.55
Hong Kong,706,46,Omicron,6.09,2520,333.64
Hong Kong,720,38,Omicron,5.03,2558,338.67
Hungary,111,7,0,0.73,7,0.73
Hungary,125,5,0,0.52,12,1.25
Hungary,139,10,0,1.04,22,2.29
Hungary,153,4,0,0.42,26,2.71
Hungary,167,3,0,0.31,29,3.02
Hungary,181,1,0,0.1,30,3.12
Hungary,223,7,0,0.73,37,3.85
Hungary,237,71,Others,7.37,108,11.22
Hungary,265,106,Others,11.0,214,22.22
Hungary,279,6,0,0.62,220,22.84
Hungary,293,37,Others,3.84,257,26.68
Hungary,335,1,0,0.1,258,26.78
Hungary,349,8,0,0.83,266,27.61
Hungary,370,19,0,1.97,285,29.58
Hungary,384,27,0,2.8,312,32.38
Hungary,398,11,0,1.14,323,33.52
Hungary,412,3,0,0.31,326,33.83
Iceland,195,58,Others,157.27,58,157.27
Iceland,209,86,Others,233.19,144,390.46
Iceland,223,80,Others,216.92,224,607.38
Iceland,237,47,Others,127.44,271,734.82
Iceland,251,468,Others,1269.01,739,2003.83
Iceland,265,867,Others,2350.92,1606,4354.75
Iceland,279,851,Others,2307.53,2457,6662.28
Iceland,293,538,Others,1458.82,2995,8121.1
Iceland,307,170,Others,460.96,3165,8582.06
Iceland,321,193,Others,523.33,3358,9105.39
Iceland,335,155,Others,420.29,3513,9525.68
Iceland,349,244,Others,661.62,3757,10187.3
Iceland,370,84,Others,227.77,3841,10415.07
Iceland,384,29,0,78.64,3870,10493.71
Iceland,398,21,0,56.94,3891,10550.65
Iceland,412,15,0,40.67,3906,10591.32
Iceland,426,54,Alpha,146.42,3960,10737.74
Iceland,440,103,Alpha,279.29,4063,11017.03
Iceland,454,88,Alpha,238.62,4151,11255.65
Iceland,468,157,Alpha,425.71,4308,11681.36
Iceland,482,63,Alpha,170.83,4371,11852.19
Iceland,496,41,Alpha,111.17,4412,11963.36
Iceland,510,45,Alpha,122.02,4457,12085.38
Iceland,524,37,Delta,100.33,4494,12185.71
Iceland,538,40,Delta,108.46,4534,12294.17
Iceland,552,623,Delta,1689.3,5157,13983.47
Iceland,566,1449,Delta,3929.04,6606,17912.51
Iceland,580,1268,Delta,3438.25,7874,21350.76
Iceland,594,400,Delta,1084.62,8274,22435.38
India,111,471,Others,0.34,471,0.34
India,125,650,Others,0.47,1121,0.81
India,139,617,Others,0.44,1738,1.25
India,153,766,Others,0.55,2504,1.8
India,167,276,Others,0.2,2780,2.0
India,181,317,Others,0.23,3097,2.23
India,195,393,Others,0.28,3490,2.51
India,209,418,Others,0.3,3908,2.81
India,223,235,Others,0.17,4143,2.98
India,237,423,Others,0.3,4566,3.28
India,251,397,Others,0.28,4963,3.56
India,265,409,Others,0.29,5372,3.85
India,279,329,Others,0.24,5701,4.09
India,293,354,Others,0.25,6055,4.34
India,307,286,Others,0.21,6341,4.55
India,321,1130,Others,0.81,7471,5.36
India,335,1546,Others,1.11,9017,6.47
India,349,1877,Others,1.35,10894,7.82
India,370,1170,Others,0.84,12064,8.66
India,384,1342,Others,0.96,13406,9.62
India,398,1705,Others,1.22,15111,10.84
India,412,2485,Others,1.78,17596,12.62
India,426,3768,Alpha,2.7,21364,15.32
India,440,4751,Kappa,3.41,26115,18.73
India,454,7524,Delta,5.4,33639,24.13
India,468,8086,Delta,5.8,41725,29.93
India,482,6456,Delta,4.63,48181,34.56
India,496,5429,Delta,3.9,53610,38.46
India,510,4274,Delta,3.07,57884,41.53
India,524,3779,Delta,2.71,61663,44.24
India,538,3408,Delta,2.45,65071,46.69
India,552,3287,Delta,2.36,68358,49.05
India,566,2888,Delta,2.07,71246,51.12
India,580,2645,Delta,1.9,73891,53.02
India,594,3970,Delta,2.85,77861,55.87
India,608,3228,Delta,2.32,81089,58.19
India,622,2466,Delta,1.77,83555,59.96
India,636,2268,Delta,1.63,85823,61.59
India,650,2234,Delta,1.6,88057,63.19
India,664,1611,Delta,1.16,89668,64.35
India,678,1698,Delta,1.22,91366,65.57
India,692,1823,Delta,1.31,93189,66.88
India,706,1984,Delta,1.42,95173,68.3
India,720,504,Omicron,0.36,95677,68.66
Indonesia,111,11,0,0.04,11,0.04
Indonesia,125,13,0,0.05,24,0.09
Indonesia,139,18,0,0.07,42,0.16
Indonesia,153,20,0,0.07,62,0.23
Indonesia,167,16,0,0.06,78,0.29
Indonesia,181,18,0,0.07,96,0.36
Indonesia,195,28,0,0.1,124,0.46
Indonesia,209,26,0,0.09,150,0.55
Indonesia,223,24,0,0.09,174,0.64
Indonesia,237,41,Others,0.15,215,0.79
Indonesia,251,22,0,0.08,237,0.87
Indonesia,265,29,0,0.1,266,0.97
Indonesia,279,55,Others,0.2,321,1.17
Indonesia,293,43,Others,0.16,364,1.33
Indonesia,307,85,Others,0.31,449,1.64
Indonesia,321,79,Others,0.29,528,1.93
Indonesia,335,98,Others,0.35,626,2.28
Indonesia,349,386,Others,1.4,1012,3.68
Indonesia,370,403,Others,1.46,1415,5.14
Indonesia,384,245,Others,0.89,1660,6.03
Indonesia,398,192,Others,0.69,1852,6.72
Indonesia,412,301,Others,1.09,2153,7.81
Indonesia,426,252,Others,0.91,2405,8.72
Indonesia,440,186,Others,0.67,2591,9.39
Indonesia,454,183,Others,0.66,2774,10.05
Indonesia,468,248,Others,0.9,3022,10.95
Indonesia,482,353,Others,1.28,3375,12.23
Indonesia,496,590,Others,2.13,3965,14.36
Indonesia,510,655,Delta,2.37,4620,16.73
Indonesia,524,1079,Delta,3.9,5699,20.63
Indonesia,538,1030,Delta,3.73,6729,24.36
Indonesia,552,755,Delta,2.73,7484,27.09
Indonesia,566,1018,Delta,3.68,8502,30.77
Indonesia,580,556,Delta,2.01,9058,32.78
Indonesia,594,653,Delta,2.36,9711,35.14
Indonesia,608,398,Delta,1.44,10109,36.58
Indonesia,622,280,Delta,1.01,10389,37.59
Indonesia,636,249,Delta,0.9,10638,38.49
Indonesia,650,147,Delta,0.53,10785,39.02
Indonesia,664,147,Delta,0.53,10932,39.55
Indonesia,678,170,Delta,0.62,11102,40.17
Indonesia,692,205,Delta,0.74,11307,40.91
Indonesia,706,565,Delta,2.04,11872,42.95
Indonesia,720,474,Omicron,1.72,12346,44.67
Iran,111,12,0,0.14,12,0.14
Iran,125,8,0,0.09,20,0.23
Iran,139,5,0,0.06,25,0.29
Iran,153,11,0,0.13,36,0.42
Iran,167,6,0,0.07,42,0.49
Iran,181,4,0,0.05,46,0.54
Iran,223,6,0,0.07,52,0.61
Iran,251,3,0,0.04,55,0.65
Iran,265,2,0,0.02,57,0.67
Iran,279,3,0,0.04,60,0.71
Iran,293,19,0,0.22,79,0.93
Iran,307,13,0,0.15,92,1.08
Iran,321,15,0,0.18,107,1.26
Iran,335,13,0,0.15,120,1.41
Iran,349,22,0,0.26,142,1.67
Iran,370,10,0,0.12,152,1.79
Iran,384,54,Others,0.64,206,2.43
Iran,398,33,Alpha,0.39,239,2.82
Iran,412,13,0,0.15,252,2.97
Iran,440,17,0,0.2,269,3.17
Iran,454,22,0,0.26,291,3.43
Iran,468,48,Alpha,0.56,339,3.99
Iran,482,17,0,0.2,356,4.19
Iran,496,4,0,0.05,360,4.24
Iran,552,1,0,0.01,361,4.25
Iran,566,3,0,0.04,364,4.29
Iran,594,2,0,0.02,366,4.31
Iran,692,2,0,0.02,368,4.33
Iran,706,1,0,0.01,369,4.34
Iraq,139,10,0,0.24,10,0.24
Iraq,153,18,0,0.44,28,0.68
Iraq,167,2,0,0.05,30,0.73
Iraq,265,2,0,0.05,32,0.78
Iraq,335,2,0,0.05,34,0.83
Iraq,349,3,0,0.07,37,0.9
Iraq,370,4,0,0.1,41,1.0
Iraq,384,4,0,0.1,45,1.1
Iraq,398,63,Alpha,1.53,108,2.63
Iraq,412,15,0,0.36,123,2.99
Iraq,426,5,0,0.12,128,3.11
Iraq,440,5,0,0.12,133,3.23
Iraq,454,2,0,0.05,135,3.28
Iraq,468,12,0,0.29,147,3.57
Iraq,482,3,0,0.07,150,3.64
Iraq,496,2,0,0.05,152,3.69
Iraq,510,2,0,0.05,154,3.74
Iraq,538,2,0,0.05,156,3.79
Iraq,552,8,0,0.19,164,3.98
Iraq,566,2,0,0.05,166,4.03
Iraq,594,7,0,0.17,173,4.2
Iraq,664,1,0,0.02,174,4.22
Iraq,720,46,Delta,1.12,220,5.34
Ireland,111,115,Others,23.08,115,23.08
Ireland,125,43,Others,8.63,158,31.71
Ireland,139,8,0,1.61,166,33.32
Ireland,153,5,0,1.0,171,34.32
Ireland,167,9,0,1.81,180,36.13
Ireland,181,32,Others,6.42,212,42.55
Ireland,195,59,Others,11.84,271,54.39
Ireland,209,87,Others,17.46,358,71.85
Ireland,223,22,0,4.42,380,76.27
Ireland,237,79,Others,15.85,459,92.12
Ireland,251,102,Others,20.47,561,112.59
Ireland,265,85,Others,17.06,646,129.65
Ireland,279,100,Others,20.07,746,149.72
Ireland,293,70,Others,14.05,816,163.77
Ireland,307,95,Others,19.07,911,182.84
Ireland,321,91,Others,18.26,1002,201.1
Ireland,335,100,Others,20.07,1102,221.17
Ireland,349,348,Others,69.84,1450,291.01
Ireland,370,505,Alpha,101.35,1955,392.36
Ireland,384,1177,Alpha,236.21,3132,628.57
Ireland,398,1474,Alpha,295.81,4606,924.38
Ireland,412,1630,Alpha,327.12,6236,1251.5
Ireland,426,1718,Alpha,344.78,7954,1596.28
Ireland,440,1383,Alpha,277.55,9337,1873.83
Ireland,454,1464,Alpha,293.8,10801,2167.63
Ireland,468,1901,Alpha,381.5,12702,2549.13
Ireland,482,1873,Alpha,375.89,14575,2925.02
Ireland,496,2353,Alpha,472.21,16928,3397.23
Ireland,510,1402,Alpha,281.36,18330,3678.59
Ireland,524,1570,Alpha,315.08,19900,3993.67
Ireland,538,1759,Delta,353.01,21659,4346.68
Ireland,552,2900,Delta,581.99,24559,4928.67
Ireland,566,3011,Delta,604.27,27570,5532.94
Ireland,580,2888,Delta,579.58,30458,6112.52
Ireland,594,2161,Delta,433.68,32619,6546.2
Ireland,608,2429,Delta,487.47,35048,7033.67
Ireland,622,1681,Delta,337.35,36729,7371.02
Ireland,636,2964,Delta,594.83,39693,7965.85
Ireland,650,3376,Delta,677.52,43069,8643.37
Ireland,664,991,Delta,198.88,44060,8842.25
Ireland,678,521,Delta,104.56,44581,8946.81
Ireland,692,1875,Delta,376.29,46456,9323.1
Ireland,706,1272,Omicron,255.27,47728,9578.37
Israel,111,8,0,0.86,8,0.86
Israel,125,4,0,0.43,12,1.29
Israel,139,18,0,1.94,30,3.23
Israel,153,7,0,0.75,37,3.98
Israel,167,16,0,1.72,53,5.7
Israel,181,6,0,0.65,59,6.35
Israel,195,48,Others,5.17,107,11.52
Israel,209,9,0,0.97,116,12.49
Israel,223,1,0,0.11,117,12.6
Israel,237,3,0,0.32,120,12.92
Israel,251,1,0,0.11,121,13.03
Israel,279,1,0,0.11,122,13.14
Israel,307,1,0,0.11,123,13.25
Israel,321,9,0,0.97,132,14.22
Israel,335,54,Others,5.81,186,20.03
Israel,349,2098,Others,225.81,2284,245.84
Israel,370,1167,Alpha,125.61,3451,371.45
Israel,384,2335,Alpha,251.32,5786,622.77
Israel,398,885,Alpha,95.25,6671,718.02
Israel,412,2004,Alpha,215.69,8675,933.71
Israel,426,925,Alpha,99.56,9600,1033.27
Israel,440,830,Alpha,89.33,10430,1122.6
Israel,454,482,Alpha,51.88,10912,1174.48
Israel,468,357,Alpha,38.42,11269,1212.9
Israel,482,204,Alpha,21.96,11473,1234.86
Israel,496,150,Alpha,16.14,11623,1251.0
Israel,510,114,Delta,12.27,11737,1263.27
Israel,524,847,Delta,91.16,12584,1354.43
Israel,538,1627,Delta,175.12,14211,1529.55
Israel,552,512,Delta,55.11,14723,1584.66
Israel,566,1647,Delta,177.27,16370,1761.93
Israel,580,1562,Delta,168.12,17932,1930.05
Israel,594,2177,Delta,234.31,20109,2164.36
Israel,608,2418,Delta,260.25,22527,2424.61
Israel,622,779,Delta,83.84,23306,2508.45
Israel,636,1546,Delta,166.4,24852,2674.85
Israel,650,1041,Delta,112.04,25893,2786.89
Israel,664,1652,Delta,177.81,27545,2964.7
Israel,678,2634,Delta,283.5,30179,3248.2
Israel,692,2955,Delta,318.05,33134,3566.25
Israel,706,3621,Omicron,389.73,36755,3955.98
Israel,720,2684,Omicron,288.88,39439,4244.86
Italy,111,128,Others,2.12,128,2.12
Italy,125,51,Others,0.84,179,2.96
Italy,139,35,Others,0.58,214,3.54
Italy,153,51,Others,0.84,265,4.38
Italy,167,109,Others,1.81,374,6.19
Italy,181,33,Others,0.55,407,6.74
Italy,195,28,0,0.46,435,7.2
Italy,209,30,Others,0.5,465,7.7
Italy,223,133,Others,2.2,598,9.9
Italy,237,155,Others,2.57,753,12.47
Italy,251,164,Others,2.72,917,15.19
Italy,265,153,Others,2.53,1070,17.72
Italy,279,221,Others,3.66,1291,21.38
Italy,293,489,Others,8.1,1780,29.48
Italy,307,261,Others,4.32,2041,33.8
Italy,321,264,Others,4.37,2305,38.17
Italy,335,723,Others,11.98,3028,50.15
Italy,349,1197,Others,19.83,4225,69.98
Italy,370,1208,Others,20.01,5433,89.99
Italy,384,1070,Alpha,17.72,6503,107.71
Italy,398,3156,Others,52.28,9659,159.99
