date,people_vaccinated,people_fully_vaccinated,total_boosters,vaccine,total_vaccinations,location,source_url
2021-12-29,24460304,21456514,3842235,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",49759053,Peru,https://www.datosabiertos.gob.pe/dataset/vacunacion
2021-12-30,24488253,21513088,3962875,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",49964216,Peru,https://www.datosabiertos.gob.pe/dataset/vacunacion
2021-12-31,24497611,21536254,3994822,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",50028687,Peru,https://www.datosabiertos.gob.pe/dataset/vacunacion
2022-01-01,24498918,21539740,4007951,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",50046609,Peru,https://www.datosabiertos.gob.pe/dataset/vacunacion
2022-01-02,24506514,21566578,4080266,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",50153358,Peru,https://www.datosabiertos.gob.pe/dataset/vacunacion
2022-01-03,24529770,21631590,4219279,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",50380639,Peru,https://www.datosabiertos.gob.pe/dataset/vacunacion
2022-01-04,24553194,21699556,4371032,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",50623782,Peru,https://www.datosabiertos.gob.pe/dataset/vacunacion
2022-01-05,24578473,21765787,4548790,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",50893050,Peru,https://www.datosabiertos.gob.pe/dataset/vacunacion
2022-01-06,24600233,21821450,4711094,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",51132777,Peru,https://www.datosabiertos.gob.pe/dataset/vacunacion
2022-01-07,24617035,21866745,4853406,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",51337186,Peru,https://www.datosabiertos.gob.pe/dataset/vacunacion
2022-01-08,24624624,21889294,4952939,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing",51466857,Peru,https://www.datosabiertos.gob.pe/dataset/vacunacion
